,cod,cod_pub,nome,sexo,tratamento,url_foto,url_pag,email,uf,data_nasc,naturalidade,uf_naturalidade,endereco,telefones,filiacoes,votos_favor,votos_contra,afastado
71,5959,817,Eann Styvenson Valentim Mendes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5959.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5959,sen.styvensonvalentim@senado.leg.br,RN,1977-02-07,Rio Branco,AC,Senado Federal Anexo 2   Ala Afonso Arinos Gabinete 04,['33031148'],"[{'cod': '577', 'data_filiacao': '2019-02-02', 'data_desfiliacao': None}, {'cod': '565', 'data_filiacao': '2019-01-01', 'data_desfiliacao': '2019-02-01'}]","['135603', '136913', '137438', '136635', '136775', '138555', '122909', '137305', '129887', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '140424', '140423', '139928', '141674', '141443', '137999', '135594', '130919', '123903', '129807', '134910', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '135983', '139277']","['137999', '128634', '134583', '138555', '136173', '141944', '141443', '141144', '141863', '143258', '142016', '143551', '141417', '140385', '141962', '141306', '142690', '141375', '138177', '135147', '143574', '142693']",Não
72,4560,850,Sérgio de Oliveira Cunha,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4560,sen.sergiopetecao@senado.leg.br,AC,1960-04-20,Rio Branco,AC,Senado Federal Anexo 2   Ala Tancredo Neves Gabinete 54,"['33036708', '33036709']","[{'cod': '557', 'data_filiacao': '2011-11-01', 'data_desfiliacao': None}, {'cod': '90', 'data_filiacao': '2007-02-01', 'data_desfiliacao': '2011-10-31'}]","['133552', '131868', '105470', '130672', '131028', '128550', '116074', '131872', '120742', '124116', '129808', '128659', '129619', '127644', '129547', '80152', '132243', '131869', '131643', '131746', '130444', '125429', '129030', '127681', '129171', '121667', '131852', '100405', '132167', '128136', '130047', '128554', '130929', '129378', '121801', '127863', '111574', '85326', '129049', '127898', '127879', '128035', '49264', '137999', '130847', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '133412', '135079', '139897', '137122', '118042', '117839', '140424', '140423', '139928', '141674', '141443', '130919', '136173', '123903', '129807', '134910', '126084', '122767', '141944', '140850', '140394', '142089', '139882', '143101', '141144', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141193', '141561', '141571', '141270', '141863', '142263', '142016', '141174', '143156', '143597', '143611', '143258', '141417', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '124513', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '135064', '132678', '133495', '133779', '135603', '112161', '105947', '90255', '103765', '108759', '100715', '56281', '113218', '123221', '126817', '127337', '126473', '127406', '126409', '126236', '125567', '118418', '123060', '91341', '124476', '125708', '124219', '123909', '119852', '121426', '123715', '124815', '123432', '123245', '123551', '101007', '126826', '127262', '102551', '100475', '114234', '102439', '114143', '112214', '92006', '100122', '95349', '99477', '100923', '100754', '98793', '99824', '99256', '99261', '98670', '124207', '99546', '115051', '118163', '100215', '118221', '112456', '114042', '118092', '123298', '124027', '120492', '122324', '122759', '117041', '123103', '122739', '115593', '118712', '101237', '122308', '122031', '122009', '115831', '115729', '122307', '120554', '121572', '121072', '120159', '120300', '119714', '116962', '98613', '111567', '115833', '105791', '117101', '116436', '98688', '115169', '116682', '113086', '113546', '101037', '106404', '108259', '108390', '112691', '112464', '100009', '109761', '109150', '106347', '101022', '101807', '80674', '102990', '82419', '105017', '98788', '104266', '103351']","['102551', '102721', '105470', '129997', '125723', '129808', '131318', '129171', '129049', '137999', '133940', '132056', '138555', '141674', '141944', '140850', '141443', '143258', '142016', '140385', '141814', '141306', '140534', '141375', '143574', '142693', '141368', '100325', '113218', '127337', '123715', '122838', '123467', '120179', '101053', '114234', '114143', '114601', '101405', '97352', '99189', '124207', '115051', '111567', '123298', '117041', '121952', '121896', '121994', '121373', '118636', '122307', '122117', '120030', '119551', '119539', '120159', '113104', '119714', '100330', '118736', '115940', '119550', '108390', '100009', '109615', '106227', '104814', '98788']",Não
73,3396,812,Tasso Ribeiro Jereissati,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396,sen.tassojereissati@senado.leg.br,CE,1948-12-15,Fortaleza,CE,Senado Federal Anexo 1  14º Pavimento  ,"['33034502', '33034503', '33034573']","[{'cod': '66', 'data_filiacao': '2003-02-01', 'data_desfiliacao': None}]","['136913', '137438', '136635', '133552', '131868', '105470', '130672', '126414', '131028', '116074', '131872', '125723', '120742', '125429', '128136', '129808', '128659', '127644', '127792', '132243', '131869', '131643', '131746', '130444', '129030', '127681', '129171', '121667', '94536', '100405', '131777', '132167', '131776', '126135', '129391', '128545', '111574', '85326', '121801', '129049', '127898', '128035', '49264', '137999', '130847', '136775', '138555', '122909', '137305', '128634', '129887', '133412', '131419', '134583', '135079', '139897', '137315', '139005', '117839', '121353', '134723', '140424', '140423', '139928', '141674', '141443', '135594', '130919', '123903', '129807', '134910', '126084', '122767', '132922', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '135983', '132678', '133495', '133779', '139277', '135603', '62771', '68116', '67089', '81729', '81781', '123221', '126817', '127337', '126473', '127406', '125733', '125734', '121968', '126094', '125567', '118418', '123060', '106824', '125708', '124219', '123909', '121426', '119852', '123715', '124815', '120179', '123245', '78488', '77760', '79870', '79651', '44289', '76678', '82744', '49190', '80297', '56008', '63410', '40848', '1206', '56303', '56188', '841', '50122', '50831', '46674', '43565', '47868', '49506', '861', '82182', '80417', '80664', '80614', '64739', '58362', '66712', '73272', '45393', '66949', '69754', '56066', '74638', '41052', '54790', '71715', '53378', '44577', '68712', '67962', '63304', '63306', '68661', '68093', '58396', '64715', '64476', '66651', '64820', '50765', '48576', '60903', '57026', '123551', '40354', '62161', '50867', '65843', '77626', '101007', '83013', '126992', '126826', '127262', '66849', '88340', '76170', '76145', '69602', '69606', '75535', '65677', '70968', '85165', '80262', '124207', '55697', '85181', '84520', '88335', '59111', '64097', '91651', '82056', '123298', '124027', '117041', '123103', '120843', '115593', '122772', '121952', '121994', '118712', '122646', '115729', '101237', '122308', '115831', '118636', '121572', '121072', '120030', '101011', '119401', '120159', '120300', '119714', '119633', '116962', '100330', '112831', '98613', '84485', '91624', '88892', '91237', '76944', '72589', '57110', '87262', '85587', '88596', '77724', '84117', '87941', '50089', '64718', '75570', '85668', '97421', '83562', '95866', '96850', '96261', '94373', '87948', '93568', '93462', '93267', '92052']","['92221', '132081', '102721', '105470', '129997', '124116', '129808', '131318', '129619', '131003', '129171', '129049', '137999', '133613', '132056', '138555', '141674', '141944', '140850', '141443', '143258', '142016', '141297', '140385', '141962', '141814', '141375', '135147', '143574', '142693', '141368', '127337', '125364', '123060', '123715', '122838', '123432', '123466', '120179', '79712', '79336', '79505', '76678', '82744', '82471', '59189', '54486', '45191', '80712', '80493', '58362', '74153', '62771', '71314', '44577', '63304', '63306', '67029', '65628', '65509', '60903', '62161', '101621', '65843', '90318', '83981', '83982', '71725', '69602', '40263', '83750', '85036', '83738', '83745', '83322', '124207', '117041', '122739', '121896', '122392', '122009', '119551', '120159', '113104', '120300', '119714', '100330', '118736', '119550', '90384', '50089', '86666', '84651', '95866']",Não
74,5535,814,Telmário Mota de Oliveira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535,sen.telmariomota@senado.leg.br,RR,1958-02-15,Normandia,RR,Senado Federal Anexo 2   Ala Ruy Carneiro Gabinete 03,['33036315'],"[{'cod': '562', 'data_filiacao': '2019-02-01', 'data_desfiliacao': None}, {'cod': '72', 'data_filiacao': '2017-02-01', 'data_desfiliacao': '2019-01-31'}, {'cod': '20', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2017-01-26'}]","['119550', '137438', '132081', '105470', '130672', '126414', '116074', '131775', '131872', '120742', '124116', '125429', '128136', '129808', '129619', '127792', '129547', '80152', '131869', '131643', '131746', '127681', '129171', '121667', '100405', '131777', '132167', '131776', '126135', '129378', '129244', '121801', '122449', '129391', '127863', '111574', '85326', '129049', '128035', '137999', '130847', '136775', '138555', '122909', '133613', '133412', '131419', '116081', '132847', '137178', '135079', '132056', '139897', '137122', '137315', '118042', '117839', '121353', '140424', '140423', '141674', '130919', '129807', '126084', '122767', '132922', '143646', '141944', '140850', '141439', '141840', '140392', '139882', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '141309', '141193', '141561', '141571', '141270', '141863', '142016', '141346', '141174', '143597', '143611', '143258', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141114', '124513', '142690', '141111', '141415', '140534', '141375', '141815', '141816', '141110', '141109', '138177', '135147', '135064', '127414', '123903', '135983', '139277', '135603', '123221', '127337', '126473', '125978', '125734', '126094', '118418', '121704', '123060', '106824', '91341', '124476', '125708', '124219', '123909', '121426', '119852', '123715', '124815', '123467', '123432', '123466', '120179', '123245', '101621', '124207', '123298', '124027', '117041', '123103', '122739', '120843', '121952', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '122307', '120554', '121572', '121072', '119551', '120159', '120300', '119714', '116962', '100330', '112831']","['136635', '102721', '105470', '125723', '129808', '131318', '127644', '132243', '130444', '131003', '129030', '128545', '129049', '137999', '134583', '138555', '134723', '141674', '141443', '141944', '140850', '143258', '142016', '140385', '141814', '141306', '141375', '141819', '135147', '143574', '126817', '127337', '127406', '126236', '121968', '125567', '125364', '123715', '120179', '124207', '123298', '122772', '121896', '121994', '118636', '122307', '122117', '121072', '120030', '119539', '120159', '120300', '100330', '118736']",Não
75,5899,864,Vanderlan Vieira Cardoso,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5899,sen.vanderlancardoso@senado.leg.br,GO,1962-11-15,Iporá,GO,Senado Federal Anexo 2   Ala Afonso Arinos Gabinete 13,"['33032092', '33032099']","[{'cod': '557', 'data_filiacao': '2020-03-04', 'data_desfiliacao': None}, {'cod': '418', 'data_filiacao': '2019-01-01', 'data_desfiliacao': '2020-03-03'}]","['137438', '137999', '136775', '138555', '122909', '137305', '129887', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '140424', '140423', '139928', '141674', '135594', '130919', '136173', '123903', '129807', '134910', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '135983']","['135603', '136635', '137999', '138555', '141674', '141443', '141944', '140850', '141436', '143258', '142016', '140385', '141962', '141306', '141375', '135147', '143574', '142693', '141368']",Não
76,1173,842,Wellington Antonio Fagundes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173,sen.wellingtonfagundes@senado.leg.br,MT,1957-06-01,Rondonópolis,MT,Senado Federal Anexo 1  19º Pavimento  ,"['33036219', '33033778', '33036221', '33033772', '33036213', '33033775']","[{'cod': '523', 'data_filiacao': '2011-02-01', 'data_desfiliacao': None}, {'cod': '163', 'data_filiacao': '2006-12-20', 'data_desfiliacao': '2011-01-31'}, {'cod': '25', 'data_filiacao': '1999-02-01', 'data_desfiliacao': '2006-12-19'}]","['119550', '136635', '131868', '132081', '105470', '130672', '129997', '126414', '131028', '128550', '116074', '131775', '131872', '120742', '124116', '125429', '128136', '129808', '128659', '129619', '127644', '127792', '80152', '132243', '131869', '131643', '131746', '127681', '129171', '121667', '94536', '131852', '100405', '131777', '126135', '129378', '121801', '122449', '129391', '111574', '85326', '129049', '127898', '127879', '128035', '137999', '130847', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '133412', '131419', '134583', '116081', '132847', '137178', '135079', '117839', '132056', '139897', '137315', '118042', '139005', '121353', '134723', '140424', '140423', '139928', '141674', '141443', '135594', '130919', '136173', '123903', '134910', '129807', '126084', '122767', '132922', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '142089', '139882', '141363', '143101', '141144', '142691', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '127414', '135983', '133779', '139277', '135603', '123221', '126817', '127337', '126473', '127406', '126236', '125978', '125734', '121968', '126094', '125567', '118418', '123060', '106824', '91341', '125708', '124219', '123909', '119852', '121426', '123715', '124815', '123467', '123432', '123466', '120179', '123245', '123551', '101007', '126992', '126826', '127262', '123298', '122324', '122759', '120843', '115593', '122772', '121952', '122646', '118712', '115729', '122308', '122031', '121373', '122009', '118636', '115831', '122307', '120554', '122117', '121572', '119401', '119551', '120159', '120300', '119633', '116962', '100330', '112831', '98613']","['102721', '105470', '129808', '131003', '129171', '129049', '137999', '132056', '138555', '141674', '141944', '141443', '141308', '140385', '135147', '143574', '142693', '141368', '127337', '125364', '124476', '123715', '122838', '101621', '121896', '121994', '122392', '122307', '120159', '113104', '120300', '119714', '100330', '118736']",Não
77,5411,808,Weverton Rocha Marques de Sousa,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5411,sen.wevertonrocha@senado.leg.br,MA,1979-10-08,Imperatriz,MA,Senado Federal Anexo 2   Ala Tancredo Neves Gabinete 57,"['33034161', '33031655']","[{'cod': '20', 'data_filiacao': '2011-10-04', 'data_desfiliacao': None}]","['137438', '136635', '136775', '122909', '137305', '128634', '130029', '116081', '132847', '137178', '139897', '137122', '138555', '118042', '117839', '121353', '140424', '139928', '141674', '130919', '123903', '129807', '134910', '142499', '141944', '140850', '141439', '140392', '140394', '139882', '141443', '141363', '143101', '142691', '142022', '142136', '142088', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '140096', '141756', '140385', '141962', '141354', '141814', '140367', '141306', '141219', '141114', '141349', '141111', '141415', '141375', '141819', '141815', '141110', '141109', '138177', '135147', '143574', '141753', '141368', '137999', '135064', '135983', '139277']","['135603', '137999', '138555', '134583', '141443', '140850', '142016', '140385', '141814', '142690', '140534', '135147']",Não
78,5783,818,Zenaide Maia Calado Pereira dos Santos,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5783,sen.zenaidemaia@senado.leg.br,RN,1954-11-27,,,Senado Federal Anexo 1  8º Pavimento  ,"['33032371', '33032372', '33031813']","[{'cod': '562', 'data_filiacao': '2019-02-01', 'data_desfiliacao': None}, {'cod': '149', 'data_filiacao': '2018-04-02', 'data_desfiliacao': '2019-01-31'}, {'cod': '523', 'data_filiacao': '2015-02-01', 'data_desfiliacao': '2018-04-01'}]","['137438', '136635', '137999', '136775', '122909', '137305', '128634', '129887', '134583', '116081', '132847', '137178', '139897', '137315', '138555', '118042', '139005', '117839', '121353', '140424', '140423', '139928', '141674', '135594', '130919', '123903', '129807', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '143574', '142693', '141753', '141368', '135064', '127414', '135983', '139277']","['135603', '137999', '138555', '135079', '141443', '134910', '141944', '141308', '142442', '143258', '142016', '141417', '140385', '140534', '135147', '142693']",Não
79,3806,836,José da Cruz Marinho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3806.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3806,sen.zequinhamarinho@senado.leg.br,PA,1959-09-18,Araguacema,TO,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 18,['33036623'],"[{'cod': '88', 'data_filiacao': '2003-09-10', 'data_desfiliacao': None}, {'cod': '20', 'data_filiacao': '2003-02-01', 'data_desfiliacao': '2003-09-09'}]","['135603', '137438', '137999', '136775', '138555', '137305', '128634', '130029', '116081', '132847', '137178', '139897', '137122', '137315', '139005', '117839', '140424', '140423', '139928', '141674', '141443', '135594', '130919', '123903', '129807', '142499', '143646', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '141144', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '141174', '143156', '143597', '143611', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141816', '141110', '141109', '138177', '144655', '141753', '141368', '135064', '127414', '135983', '139277']","['136913', '136635', '137999', '134583', '138555', '141674', '141944', '140850', '141443', '143258', '140385', '141962', '141814', '141306', '141375']",Não
80,751,839,Arolde de Oliveira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/751,sen.aroldedeoliveira@senado.leg.br,,1937-03-11,São Luiz Gonzaga,RS,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 19,[],"[{'cod': '557', 'data_filiacao': '2018-03-26', 'data_desfiliacao': None}, {'cod': '88', 'data_filiacao': '2016-03-22', 'data_desfiliacao': '2018-03-25'}, {'cod': '557', 'data_filiacao': '2011-10-26', 'data_desfiliacao': '2016-03-21'}, {'cod': '554', 'data_filiacao': '2007-04-24', 'data_desfiliacao': '2011-10-25'}, {'cod': '22', 'data_filiacao': '1999-02-01', 'data_desfiliacao': '2007-04-23'}]","['141174', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '141443', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '138555', '122909', '137305', '129887', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '139277', '135603', '136913', '137438', '139882', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '142016', '141346']","['143551', '143258', '141297', '140385', '141962', '141814', '141306', '141375', '142693', '141674', '137999', '128634', '134583', '138555', '136635', '141944', '140850', '141443', '142016']",Sim
81,470,815,Francisco de Assis Rodrigues,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/470,sen.chicorodrigues@senado.leg.br,,1951-04-23,Recife,PE,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 10,"['33032281', '33032287']","[{'cod': '554', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}, {'cod': '554', 'data_filiacao': '2007-04-24', 'data_desfiliacao': '2011-01-31'}, {'cod': '22', 'data_filiacao': '1999-02-03', 'data_desfiliacao': '2007-04-23'}, {'cod': '72', 'data_filiacao': '1999-02-01', 'data_desfiliacao': '1999-02-02'}]","['141174', '143156', '143597', '143611', '142077', '143258', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '141443', '137999', '135594', '130919', '136173', '129807', '134910', '135064', '127414', '138555', '122909', '137305', '128634', '129887', '116081', '137178', '135079', '139897', '137315', '139005', '117839', '121353', '139277', '135603', '136913', '137438', '139882', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141561', '141571', '141270', '142442', '141863', '142263', '142016', '141346']","['143551', '141297', '140385', '141814', '141306', '141375', '142693', '141368', '141674', '137999', '138555', '136635', '141944', '140850', '141443', '143258', '142016']",Sim
82,5998,820,Daniella Velloso Borges Ribeiro,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998,sen.daniellaribeiro@senado.leg.br,,1972-03-26,Campina Grande,PB,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 13,[],"[{'cod': '418', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}]","['141174', '143597', '143611', '142077', '143258', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '141443', '137999', '135594', '130919', '136173', '129807', '134910', '135064', '127414', '123903', '135983', '136775', '138555', '122909', '137305', '128634', '134583', '116081', '132847', '137178', '135079', '139897', '137315', '139005', '121353', '139277', '136913', '137438', '136635', '139882', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '141309', '141193', '141561', '141571', '141270', '141863', '142263', '142016', '141346']","['143551', '141297', '140385', '141814', '141375', '141368', '141674', '137999', '138555', '141944', '140850', '141443', '143258', '142016']",Sim
83,5637,,Divino Donizeti Borges Nogueira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5637.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5637,donizeti.nogueira@senador.leg.br,,1955-10-15,Prata,MG,Senado Federal Anexo I  6º Andar  ,[],"[{'cod': '71', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['116962', '101621', '125708', '124219', '123909', '119852', '121426', '123715', '123467', '123432', '123466', '120179', '123245', '123298', '100330', '112831', '98613', '124207', '119550', '124027', '117041', '122739', '120843', '115593', '121952', '121994', '122646', '118712', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '118636', '122307', '120554', '122117', '121572', '120296', '121072', '101011', '119551', '120159', '120300', '119714', '119633']","['125567', '123715', '120179', '123298', '100330', '118736', '124207', '117041', '115593', '122772', '121896', '122307', '121072', '120030', '119401', '119539', '120300']",Sim
84,3713,816,Maria de Fátima Bezerra,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3713.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3713,fatima.bezerra@senadora.leg.br,,1955-05-19,Nova Palmeira,PB,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 03,[],"[{'cod': '71', 'data_filiacao': '2003-02-01', 'data_desfiliacao': None}]","['116962', '133779', '133613', '117839', '132056', '134723', '133552', '131868', '132081', '105470', '130672', '129997', '131028', '116074', '131775', '131872', '124116', '131318', '128136', '129808', '127792', '80152', '131869', '131643', '131746', '131003', '127681', '129171', '121667', '94536', '131852', '131777', '132167', '131776', '126135', '121801', '85326', '129049', '111574', '49264', '101007', '101621', '123221', '127337', '126236', '118418', '121704', '125364', '123060', '106824', '91341', '124476', '125708', '124219', '119852', '121426', '122838', '123432', '123466', '120179', '123245', '123298', '112831', '100330', '98613', '119550', '124027', '120492', '122759', '115593', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '118636', '120296', '119551', '120159', '120300', '119714', '119633']","['126084', '132922', '133495', '133412', '131419', '105470', '126414', '128550', '127644', '132243', '130444', '129171', '128554', '130929', '129378', '127863', '128659', '129049', '127898', '127879', '126992', '126826', '126817', '127337', '126473', '127406', '126409', '125978', '125734', '121968', '126094', '125567', '123909', '120179', '123298', '117041', '122772', '121994', '120554', '121572', '120030', '119539', '113104', '120300']",Sim
85,5615,922,Gilberto Piselo do Nascimento,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5615.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5615,,,1959-07-04,Dracema,SP,,[],"[{'cod': '20', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]",[],[],Sim
